gsfc_id,is_succeed,is_dropped,src_vsg,dst_vsg,vnf_sequence,satellite_path,processed_satellite_path,hop_count,propagation_delay_ms,processing_delay_ms,queueing_delay_ms,transmission_delay_ms,e2e_delay_ms
99,True,False,6,4,"['1', '1', '2', '2', '1']","[[27, ('src', 'vnf1')], [27, 'vnf1'], [38, None], [49, 'vnf2'], [49, 'vnf2'], [60, 'vnf1'], [61, None], [62, 'dst']]","[[27, ('src', 'vnf1')], [27, 'vnf1'], [38, None], [49, 'vnf2'], [49, 'vnf2'], [60, 'vnf1'], [61, None], [62, 'dst']]",5,102.44883739002282,5,0,5,112.44883739002282
100,True,False,7,8,"['2', '1', '1', '2', '2']","[[33, 'src'], [34, 'vnf2'], [33, 'vnf1'], [33, 'vnf1'], [34, 'vnf2'], [34, 'vnf2'], [33, None], [44, 'dst']]","[[33, 'src'], [34, 'vnf2'], [33, 'vnf1'], [33, 'vnf1'], [34, 'vnf2'], [34, 'vnf2'], [33, None], [44, 'dst']]",5,102.4680618218507,5,34,5,146.4680618218507
101,True,False,7,13,"['2', '2', '1', '1', '1']","[[33, 'src'], [34, 'vnf2'], [34, 'vnf2'], [33, 'vnf1'], [33, 'vnf1'], [33, 'vnf1'], [34, None], [45, 'dst']]","[[33, 'src'], [34, 'vnf2'], [34, 'vnf2'], [33, 'vnf1'], [33, 'vnf1'], [33, 'vnf1'], [34, None], [45, 'dst']]",4,74.71753485840222,5,39,4,122.71753485840222
102,True,False,11,3,"['1', '1', '1', '2', '2']","[[23, 'src'], [22, None], [33, 'vnf1'], [33, 'vnf1'], [33, 'vnf1'], [43, 'vnf2'], [43, 'vnf2'], [42, None], [41, None], [40, None], [51, 'dst']]","[[23, 'src'], [22, None], [33, 'vnf1'], [33, 'vnf1'], [33, 'vnf1'], [43, 'vnf2'], [43, 'vnf2'], [42, None], [41, None], [40, None], [51, 'dst']]",7,97.44583318692405,5,38,7,147.44583318692406
103,True,False,2,8,"['2', '1', '1', '2', '1']","[[43, ('src', 'vnf2')], [33, 'vnf1'], [33, 'vnf1'], [34, 'vnf2'], [33, 'vnf1'], [44, 'dst']]","[[43, ('src', 'vnf2')], [33, 'vnf1'], [33, 'vnf1'], [34, 'vnf2'], [33, 'vnf1'], [44, 'dst']]",4,82.81433847829298,5,39,4,130.814338478293
104,True,False,6,2,"['1', '2', '2', '2', '2']","[[22, 'src'], [33, 'vnf1'], [43, 'vnf2'], [43, 'vnf2'], [43, 'vnf2'], [43, ('dst', 'vnf2')]]","[[22, 'src'], [33, 'vnf1'], [43, 'vnf2'], [43, 'vnf2'], [43, 'vnf2'], [43, ('dst', 'vnf2')]]",2,43.506891791177566,5,17,2,67.50689179117757
105,True,False,7,3,"['1', '2', '1', '1', '2']","[[33, ('src', 'vnf1')], [34, 'vnf2'], [33, 'vnf1'], [33, 'vnf1'], [43, 'vnf2'], [42, None], [41, None], [40, None], [51, 'dst']]","[[33, ('src', 'vnf1')], [34, 'vnf2'], [33, 'vnf1'], [33, 'vnf1'], [43, 'vnf2'], [42, None], [41, None], [40, None], [51, 'dst']]",7,93.2463880828619,5,37,7,142.2463880828619
106,True,False,1,3,"['1', '1', '2', '1', '2']","[[29, 'src'], [28, None], [27, 'vnf1'], [27, 'vnf1'], [38, None], [49, 'vnf2'], [60, 'vnf1'], [49, 'vnf2'], [50, None], [51, 'dst']]","[[29, 'src'], [28, None], [27, 'vnf1'], [27, 'vnf1'], [38, None], [49, 'vnf2'], [60, 'vnf1'], [49, 'vnf2'], [50, None], [51, 'dst']]",8,161.78713036229263,5,0,8,174.78713036229263
107,True,False,10,14,"['2', '2', '1', '2', '2']","[[1, 'src'], [0, 'vnf2'], [0, 'vnf2'], [11, None], [22, None], [33, 'vnf1'], [34, 'vnf2'], [34, 'vnf2'], [45, None], [56, 'dst']]","[[1, 'src'], [0, 'vnf2'], [0, 'vnf2'], [11, None], [22, None], [33, 'vnf1'], [34, 'vnf2'], [34, 'vnf2'], [45, None], [56, 'dst']]",7,142.37968168543316,5,18,7,172.37968168543316
108,True,False,6,8,"['2', '2', '2', '2', '1']","[[22, 'src'], [23, 'vnf2'], [23, 'vnf2'], [23, 'vnf2'], [23, 'vnf2'], [22, None], [33, 'vnf1'], [44, 'dst']]","[[22, 'src'], [23, 'vnf2'], [23, 'vnf2'], [23, 'vnf2'], [23, 'vnf2'], [22, None], [33, 'vnf1'], [44, 'dst']]",4,87.01378358235512,5,19,4,115.01378358235512
