t,gsfc_id,is_succeed,is_dropped,src_vsg,dst_vsg,vnf_sequence,satellite_path,processed_satellite_path,hop_count,propagation_delay_ms,processing_delay_ms,queueing_delay_ms,transmission_delay_ms,e2e_delay_ms
56,34,True,False,12,3,"['1', '2', '1', '2', '1']","[[34, 'src'], [33, 'vnf1'], [34, 'vnf2'], [33, 'vnf1'], [43, 'vnf2'], [54, ('dst', 'vnf1')]]","[[34, 'src'], [33, 'vnf1'], [34, 'vnf2'], [33, 'vnf1'], [43, 'vnf2'], [54, ('dst', 'vnf1')]]",5,94.37125820195993,4,22,5,125.37125820195993
56,35,True,False,3,4,"['2', '2', '2', '2', '2']","[[51, 'src'], [50, None], [49, 'vnf2'], [49, 'vnf2'], [49, 'vnf2'], [49, 'vnf2'], [49, 'vnf2'], [50, None], [51, None], [62, 'dst']]","[[51, 'src'], [50, None], [49, 'vnf2'], [49, 'vnf2'], [49, 'vnf2'], [49, 'vnf2'], [49, 'vnf2'], [50, None], [51, None], [62, 'dst']]",5,84.49485504217401,5,0,5,94.49485504217401
56,36,True,False,0,6,"['1', '1', '2', '1', '2']","[[7, ('src', 'vnf1')], [7, 'vnf1'], [8, None], [9, None], [10, None], [0, 'vnf2'], [11, None], [22, None], [33, 'vnf1'], [22, None], [23, 'vnf2'], [22, 'dst']]","[[7, ('src', 'vnf1')], [7, 'vnf1'], [8, None], [9, None], [10, None], [0, 'vnf2'], [11, None], [22, None], [33, 'vnf1'], [22, None], [23, 'vnf2'], [22, 'dst']]",10,179.73024835795388,5,3,10,197.73024835795388
56,37,True,False,5,3,"['1', '2', '1', '2', '2']","[[0, 'src'], [11, None], [22, None], [33, 'vnf1'], [34, 'vnf2'], [33, 'vnf1'], [43, 'vnf2'], [43, 'vnf2'], [42, None], [41, None], [40, None], [51, 'dst']]","[[0, 'src'], [11, None], [22, None], [33, 'vnf1'], [34, 'vnf2'], [33, 'vnf1'], [43, 'vnf2'], [43, 'vnf2'], [42, None], [41, None], [40, None], [51, 'dst']]",10,164.80589342572148,5,22,10,201.80589342572148
56,38,True,False,0,7,"['2', '1', '1', '2', '2']","[[7, 'src'], [8, None], [9, None], [10, None], [0, 'vnf2'], [11, None], [22, None], [33, 'vnf1'], [33, 'vnf1'], [34, 'vnf2'], [34, 'vnf2'], [33, 'dst']]","[[7, 'src'], [8, None], [9, None], [10, None], [0, 'vnf2'], [11, None], [22, None], [33, 'vnf1'], [33, 'vnf1'], [34, 'vnf2'], [34, 'vnf2'], [33, 'dst']]",9,155.87707991033403,5,15,9,184.87707991033403
56,39,True,False,13,4,"['2', '1', '1', '2', '1']","[[48, ('src', 'vnf2')], [49, None], [60, 'vnf1'], [60, 'vnf1'], [49, 'vnf2'], [60, 'vnf1'], [61, None], [62, 'dst']]","[[48, ('src', 'vnf2')], [49, None], [60, 'vnf1'], [60, 'vnf1'], [49, 'vnf2'], [60, 'vnf1'], [61, None], [62, 'dst']]",6,119.80208723039662,5,6,6,136.80208723039664
56,40,True,False,14,12,"['2', '1', '1', '1', '2']","[[56, 'src'], [45, None], [34, 'vnf2'], [33, 'vnf1'], [33, 'vnf1'], [33, 'vnf1'], [34, ('dst', 'vnf2')]]","[[56, 'src'], [45, None], [34, 'vnf2'], [33, 'vnf1'], [33, 'vnf1'], [33, 'vnf1'], [34, ('dst', 'vnf2')]]",4,70.8201763425736,4,27,4,105.8201763425736
56,41,True,False,12,3,"['2', '1', '1', '1', '2']","[[34, ('src', 'vnf2')], [33, 'vnf1'], [33, 'vnf1'], [33, 'vnf1'], [43, 'vnf2'], [42, None], [41, None], [40, None], [51, 'dst']]","[[34, ('src', 'vnf2')], [33, 'vnf1'], [33, 'vnf1'], [33, 'vnf1'], [43, 'vnf2'], [42, None], [41, None], [40, None], [51, 'dst']]",6,73.5926647393042,5,19,6,103.5926647393042
56,42,True,False,0,11,"['2', '2', '2', '2', '1']","[[7, 'src'], [8, None], [9, None], [10, None], [0, 'vnf2'], [0, 'vnf2'], [0, 'vnf2'], [0, 'vnf2'], [11, None], [22, None], [33, 'vnf1'], [22, None], [23, 'dst']]","[[7, 'src'], [8, None], [9, None], [10, None], [0, 'vnf2'], [0, 'vnf2'], [0, 'vnf2'], [0, 'vnf2'], [11, None], [22, None], [33, 'vnf1'], [22, None], [23, 'dst']]",9,160.07652501439617,5,4,9,178.07652501439617
56,43,True,False,2,13,"['1', '2', '1', '1', '2']","[[40, 'src'], [29, None], [28, None], [27, 'vnf1'], [38, None], [49, 'vnf2'], [60, 'vnf1'], [60, 'vnf1'], [49, None], [48, ('dst', 'vnf2')]]","[[40, 'src'], [29, None], [28, None], [27, 'vnf1'], [38, None], [49, 'vnf2'], [60, 'vnf1'], [60, 'vnf1'], [49, None], [48, ('dst', 'vnf2')]]",8,150.28617295466057,4,1,8,163.28617295466057
56,44,True,False,4,0,"['2', '2', '1', '1', '1']","[[62, 'src'], [51, None], [50, None], [49, 'vnf2'], [49, 'vnf2'], [60, None], [5, None], [6, None], [7, 'vnf1'], [7, 'vnf1'], [7, ('dst', 'vnf1')]]","[[62, 'src'], [51, None], [50, None], [49, 'vnf2'], [49, 'vnf2'], [60, None], [5, None], [6, None], [7, 'vnf1'], [7, 'vnf1'], [7, ('dst', 'vnf1')]]",7,127.60539945992703,5,0,7,139.605399459927
